trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.002, 'e': 1.0}",20,0,-120.4634617069077,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
2,False,"{'a': 0.002, 'e': 0.9980019986673331}",25,0,-48.09888036236262,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
3,False,"{'a': 0.002, 'e': 0.9960079893439915}",20,0,-89.24091654271994,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
4,False,"{'a': 0.002, 'e': 0.9940179640539353}",20,9,-39.013690794688436,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
5,False,"{'a': 0.002, 'e': 0.9920319148370607}",25,0,-106.06773837879281,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
6,False,"{'a': 0.002, 'e': 0.9900498337491681}",20,0,-90.43024620586193,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
7,False,"{'a': 0.002, 'e': 0.9880717128619305}",30,0,-129.0133461998749,"{0: 14, 1: 7, 2: 7, 3: 2, 4: 0}",0
8,False,"{'a': 0.002, 'e': 0.9860975442628619}",30,0,-114.51902323396615,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
9,False,"{'a': 0.002, 'e': 0.9841273200552851}",35,0,-186.3089438372253,"{0: 23, 1: 1, 2: 7, 3: 1, 4: 3}",0
10,False,"{'a': 0.002, 'e': 0.9821610323583008}",25,0,-206.13386777538813,"{0: 12, 1: 1, 2: 9, 3: 0, 4: 3}",0
11,False,"{'a': 0.002, 'e': 0.9801986733067553}",20,0,-78.5530720969057,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
12,False,"{'a': 0.002, 'e': 0.97824023505121}",25,0,-142.9580846318882,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
13,False,"{'a': 0.002, 'e': 0.9762857097579093}",25,5,-71.77366258231156,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",1
14,False,"{'a': 0.002, 'e': 0.9743350896087494}",20,0,-26.748424736778396,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
15,False,"{'a': 0.002, 'e': 0.9723883668012469}",20,0,-77.13694871522485,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
16,False,"{'a': 0.002, 'e': 0.9704455335485082}",25,0,-65.04541761564825,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
17,False,"{'a': 0.002, 'e': 0.9685065820791976}",20,0,-154.39943527573786,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
18,False,"{'a': 0.002, 'e': 0.9665715046375066}",20,0,-71.05753496825211,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
19,False,"{'a': 0.002, 'e': 0.9646402934831231}",25,0,-49.52895313234635,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
20,False,"{'a': 0.002, 'e': 0.9627129408911995}",30,0,-72.50069424013186,"{0: 22, 1: 1, 2: 5, 3: 2, 4: 0}",0
21,False,"{'a': 0.002, 'e': 0.9607894391523232}",25,0,-96.01514728629698,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
22,False,"{'a': 0.002, 'e': 0.9588697805724845}",25,0,-26.698464043437156,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
23,False,"{'a': 0.002, 'e': 0.9569539574730467}",20,0,-51.113046611956406,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
24,False,"{'a': 0.002, 'e': 0.9550419621907147}",25,0,-73.91452049848914,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
25,False,"{'a': 0.002, 'e': 0.9531337870775047}",20,0,-39.16896844314072,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
26,False,"{'a': 0.002, 'e': 0.951229424500714}",20,0,-134.55861330881984,"{0: 10, 1: 5, 2: 2, 3: 1, 4: 2}",0
27,False,"{'a': 0.002, 'e': 0.9493288668428895}",25,0,-120.65822351669473,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
28,False,"{'a': 0.002, 'e': 0.9474321065017983}",20,0,-75.81908605230956,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
29,False,"{'a': 0.002, 'e': 0.9455391358903963}",30,0,-108.04872976987379,"{0: 21, 1: 0, 2: 7, 3: 1, 4: 1}",0
30,False,"{'a': 0.002, 'e': 0.9436499474367985}",25,0,-100.41908880278172,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
31,False,"{'a': 0.002, 'e': 0.9417645335842487}",30,0,-133.94180768994684,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
32,False,"{'a': 0.002, 'e': 0.9398828867910889}",30,0,-160.56792552195247,"{0: 15, 1: 3, 2: 9, 3: 2, 4: 1}",0
33,False,"{'a': 0.002, 'e': 0.9380049995307295}",25,0,-118.60870976615952,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
34,False,"{'a': 0.002, 'e': 0.9361308642916188}",20,0,-109.69346676171328,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
35,False,"{'a': 0.002, 'e': 0.9342604735772135}",25,14,-29.797092445684832,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
36,False,"{'a': 0.002, 'e': 0.9323938199059483}",25,0,-82.64104463893692,"{0: 19, 1: 2, 2: 1, 3: 2, 4: 1}",0
37,False,"{'a': 0.002, 'e': 0.9305308958112057}",30,0,-143.5526027066355,"{0: 19, 1: 1, 2: 8, 3: 0, 4: 2}",0
38,False,"{'a': 0.002, 'e': 0.9286716938412872}",20,7,-87.31633022308631,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 2}",1
39,False,"{'a': 0.002, 'e': 0.9268162065593822}",25,0,-110.10770842411037,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
40,False,"{'a': 0.002, 'e': 0.9249644265435393}",25,0,-90.58010989943642,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",0
41,False,"{'a': 0.002, 'e': 0.9231163463866358}",25,0,-94.02832067379049,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
42,False,"{'a': 0.002, 'e': 0.9212719586963487}",25,0,-110.69786664494964,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
43,False,"{'a': 0.002, 'e': 0.9194312560951247}",20,0,-134.29558893226437,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
44,False,"{'a': 0.002, 'e': 0.9175942312201509}",20,0,-102.89214483341901,"{0: 7, 1: 5, 2: 7, 3: 1, 4: 0}",0
45,False,"{'a': 0.002, 'e': 0.9157608767233256}",20,0,-112.14757933244756,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
46,False,"{'a': 0.002, 'e': 0.9139311852712282}",30,0,-80.02134886512802,"{0: 19, 1: 3, 2: 8, 3: 0, 4: 0}",0
47,False,"{'a': 0.002, 'e': 0.9121051495450904}",25,0,-174.28527109999206,"{0: 12, 1: 2, 2: 8, 3: 1, 4: 2}",0
48,False,"{'a': 0.002, 'e': 0.910282762240767}",20,0,-104.24273872616541,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
49,False,"{'a': 0.002, 'e': 0.9084640160687062}",30,0,-171.82084225487753,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
50,False,"{'a': 0.002, 'e': 0.9066489037539209}",20,0,-141.1595672861206,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
51,False,"{'a': 0.002, 'e': 0.9048374180359595}",20,0,-134.7207828717767,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
52,False,"{'a': 0.002, 'e': 0.9030295516688768}",25,0,-120.00202890161678,"{0: 14, 1: 1, 2: 9, 3: 0, 4: 1}",0
53,False,"{'a': 0.002, 'e': 0.9012252974212047}",25,0,-164.63765526326807,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 4}",0
54,False,"{'a': 0.002, 'e': 0.899424648075924}",20,0,-64.18774185326515,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
55,False,"{'a': 0.002, 'e': 0.8976275964304349}",20,9,-10.56999405224288,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
56,False,"{'a': 0.002, 'e': 0.8958341352965282}",20,0,-136.34990944148603,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",1
57,False,"{'a': 0.002, 'e': 0.8940442575003572}",25,0,-123.99387660171755,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
58,False,"{'a': 0.002, 'e': 0.8922579558824083}",20,0,-73.8251238789955,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
59,False,"{'a': 0.002, 'e': 0.8904752232974726}",30,0,-94.06398637325208,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
60,False,"{'a': 0.002, 'e': 0.8886960526146174}",25,0,-212.97535762440324,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 4}",0
61,False,"{'a': 0.002, 'e': 0.8869204367171575}",30,0,-171.73350101423188,"{0: 19, 1: 0, 2: 7, 3: 2, 4: 2}",0
62,False,"{'a': 0.002, 'e': 0.8851483685026271}",30,8,-23.374275671481662,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 0}",1
63,False,"{'a': 0.002, 'e': 0.8833798408827509}",30,14,-11.300263520644686,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
64,False,"{'a': 0.002, 'e': 0.8816148467834161}",30,0,-82.66374443448154,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
65,False,"{'a': 0.002, 'e': 0.8798533791446438}",20,0,-85.57033679320666,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
66,False,"{'a': 0.002, 'e': 0.8780954309205613}",30,0,-50.69618785303343,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
67,False,"{'a': 0.002, 'e': 0.8763409950793732}",20,0,-34.25460969445638,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
68,False,"{'a': 0.002, 'e': 0.874590064603334}",30,0,-103.62734159642469,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",1
69,False,"{'a': 0.002, 'e': 0.8728426324887193}",35,0,-215.67064380616634,"{0: 18, 1: 3, 2: 10, 3: 2, 4: 2}",0
70,False,"{'a': 0.002, 'e': 0.8710986917457983}",25,0,-49.25390480124296,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
71,False,"{'a': 0.002, 'e': 0.8693582353988059}",30,0,-90.37819319335657,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
72,False,"{'a': 0.002, 'e': 0.867621256485914}",20,0,-88.16204121670867,"{0: 12, 1: 1, 2: 4, 3: 3, 4: 0}",0
73,False,"{'a': 0.002, 'e': 0.865887748059205}",20,0,-84.20552081403125,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
74,False,"{'a': 0.002, 'e': 0.8641577031846428}",35,0,-109.97873658367948,"{0: 20, 1: 4, 2: 10, 3: 1, 4: 0}",0
75,False,"{'a': 0.002, 'e': 0.8624311149420455}",25,0,-67.28870387869084,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
76,False,"{'a': 0.002, 'e': 0.8607079764250578}",20,0,-46.56364235120193,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
77,False,"{'a': 0.002, 'e': 0.8589882807411234}",20,0,-132.0898661427203,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
78,False,"{'a': 0.002, 'e': 0.8572720210114575}",25,0,-184.2779471911768,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
79,False,"{'a': 0.002, 'e': 0.8555591903710185}",25,13,-95.7568897714994,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 2}",1
80,False,"{'a': 0.002, 'e': 0.8538497819684817}",20,0,-72.46623209666595,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
81,False,"{'a': 0.002, 'e': 0.8521437889662113}",20,0,-59.17318112464312,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
82,False,"{'a': 0.002, 'e': 0.850441204540233}",20,0,-48.87673931519517,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
83,False,"{'a': 0.002, 'e': 0.8487420218802068}",20,0,-23.204589627922623,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
84,False,"{'a': 0.002, 'e': 0.8470462341893996}",20,0,-93.18284644312924,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
85,False,"{'a': 0.002, 'e': 0.8453538346846587}",25,0,-147.6103471755437,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
86,False,"{'a': 0.002, 'e': 0.8436648165963837}",25,0,-199.30859752954146,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 4}",0
87,False,"{'a': 0.002, 'e': 0.8419791731684999}",20,0,-120.63960007553216,"{0: 11, 1: 2, 2: 3, 3: 3, 4: 1}",0
88,False,"{'a': 0.002, 'e': 0.8402968976584314}",20,0,-62.61353335421367,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
89,False,"{'a': 0.002, 'e': 0.838617983337074}",35,0,-148.15749206587918,"{0: 23, 1: 1, 2: 9, 3: 0, 4: 2}",1
90,False,"{'a': 0.002, 'e': 0.8369424234887681}",20,0,3.9178193169812996,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
91,False,"{'a': 0.002, 'e': 0.835270211411272}",20,0,-159.34602363289616,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
92,False,"{'a': 0.002, 'e': 0.8336013404157353}",20,0,-17.37096540428695,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
93,False,"{'a': 0.002, 'e': 0.8319358038266718}",20,0,-86.01422129021279,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
94,False,"{'a': 0.002, 'e': 0.8302735949819326}",25,0,-122.49815388791384,"{0: 15, 1: 0, 2: 8, 3: 1, 4: 1}",0
95,False,"{'a': 0.002, 'e': 0.8286147072326806}",25,0,-98.15001695481337,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
96,False,"{'a': 0.002, 'e': 0.8269591339433623}",25,1,-89.4474662443682,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 1}",1
97,False,"{'a': 0.002, 'e': 0.8253068684916823}",20,0,-73.53897648016371,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
98,False,"{'a': 0.002, 'e': 0.8236579042685769}",20,0,-79.89131939819148,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
99,False,"{'a': 0.002, 'e': 0.8220122346781865}",30,0,-92.96064936248548,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
100,False,"{'a': 0.002, 'e': 0.8203698531378311}",25,0,-85.39695279404023,"{0: 17, 1: 0, 2: 5, 3: 3, 4: 0}",0
101,False,"{'a': 0.002, 'e': 0.8187307530779818}",25,0,-80.64559936048755,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
102,False,"{'a': 0.002, 'e': 0.8170949279422366}",35,0,-149.68223460807062,"{0: 24, 1: 2, 2: 6, 3: 0, 4: 3}",0
103,False,"{'a': 0.002, 'e': 0.8154623711872927}",30,0,-154.16611940045462,"{0: 14, 1: 5, 2: 9, 3: 1, 4: 1}",0
104,False,"{'a': 0.002, 'e': 0.8138330762829207}",20,2,-94.7454398894846,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 1}",1
105,False,"{'a': 0.002, 'e': 0.812207036711939}",25,0,-89.13341117136285,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
106,False,"{'a': 0.002, 'e': 0.8105842459701871}",20,8,-5.740731871084108,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
107,False,"{'a': 0.002, 'e': 0.8089646975664998}",25,0,-223.96604193857308,"{0: 14, 1: 0, 2: 6, 3: 1, 4: 4}",0
108,False,"{'a': 0.002, 'e': 0.8073483850226815}",30,0,-85.69335363962772,"{0: 20, 1: 2, 2: 6, 3: 2, 4: 0}",0
109,False,"{'a': 0.002, 'e': 0.8057353018734796}",20,0,-124.05832012914577,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
110,False,"{'a': 0.002, 'e': 0.8041254416665596}",20,0,-14.947849337318189,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
111,False,"{'a': 0.002, 'e': 0.8025187979624785}",20,0,-159.52541477515967,"{0: 8, 1: 3, 2: 7, 3: 0, 4: 2}",0
112,False,"{'a': 0.002, 'e': 0.8009153643346592}",35,0,-129.53880719974015,"{0: 24, 1: 4, 2: 4, 3: 1, 4: 2}",0
113,False,"{'a': 0.002, 'e': 0.7993151343693651}",25,4,-39.25105729474077,"{0: 16, 1: 1, 2: 2, 3: 2, 4: 0}",1
114,False,"{'a': 0.002, 'e': 0.7977181016656743}",20,8,-1.2353371936623463,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
115,False,"{'a': 0.002, 'e': 0.7961242598354538}",20,0,-40.7060672305712,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
116,False,"{'a': 0.002, 'e': 0.794533602503334}",20,0,-39.71025218554154,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
117,False,"{'a': 0.002, 'e': 0.7929461233066837}",25,0,-164.74383547214958,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 3}",0
118,False,"{'a': 0.002, 'e': 0.7913618158955839}",20,0,-121.04794053092645,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
119,False,"{'a': 0.002, 'e': 0.7897806739328027}",20,0,-56.74911621047467,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",1
120,False,"{'a': 0.002, 'e': 0.7882026910937704}",20,0,-65.19345459637508,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
121,False,"{'a': 0.002, 'e': 0.7866278610665535}",20,0,10.73144558703154,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
122,False,"{'a': 0.002, 'e': 0.7850561775518295}",20,0,-87.83540902640193,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
123,False,"{'a': 0.002, 'e': 0.7834876342628625}",20,0,-48.22115632047485,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
124,False,"{'a': 0.002, 'e': 0.7819222249254772}",25,0,-118.59286522396746,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
125,False,"{'a': 0.002, 'e': 0.7803599432780343}",20,0,-37.775343463187404,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
126,False,"{'a': 0.002, 'e': 0.7788007830714049}",25,0,-55.94099731397581,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
127,False,"{'a': 0.002, 'e': 0.7772447380689461}",25,0,-152.0636122692638,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
128,False,"{'a': 0.002, 'e': 0.775691802046476}",20,0,-97.92686482440268,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
129,False,"{'a': 0.002, 'e': 0.7741419687922484}",20,0,-36.073854678898904,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
130,False,"{'a': 0.002, 'e': 0.772595232106928}",20,0,-82.60270197971656,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
131,False,"{'a': 0.002, 'e': 0.7710515858035663}",25,0,-50.701145994000704,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
132,False,"{'a': 0.002, 'e': 0.7695110237075758}",20,15,6.736566004993406,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.002, 'e': 0.7679735396567061}",30,0,-114.40194472269876,"{0: 18, 1: 3, 2: 6, 3: 3, 4: 0}",0
134,False,"{'a': 0.002, 'e': 0.7664391275010192}",30,7,-44.23644255633236,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 1}",1
135,False,"{'a': 0.002, 'e': 0.764907781102864}",25,0,-52.11180074426296,"{0: 16, 1: 6, 2: 2, 3: 1, 4: 0}",0
136,False,"{'a': 0.002, 'e': 0.7633794943368531}",20,1,-48.257528021379876,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
137,False,"{'a': 0.002, 'e': 0.7618542610898376}",25,11,-15.301307138046921,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
138,False,"{'a': 0.002, 'e': 0.7603320752608821}",20,0,-166.4427038971895,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 4}",0
139,False,"{'a': 0.002, 'e': 0.7588129307612413}",20,0,-14.890635729475022,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
140,False,"{'a': 0.002, 'e': 0.7572968215143355}",20,0,-103.06126025636706,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
141,False,"{'a': 0.002, 'e': 0.7557837414557255}",20,0,-87.03648643344992,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
142,False,"{'a': 0.002, 'e': 0.754273684533089}",20,9,-22.85177639365719,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
143,False,"{'a': 0.002, 'e': 0.7527666447061963}",25,2,-102.51322368920975,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 1}",1
144,False,"{'a': 0.002, 'e': 0.751262615946886}",20,0,-51.09464416428025,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
145,False,"{'a': 0.002, 'e': 0.7497615922390413}",25,0,-81.89512432867531,"{0: 18, 1: 4, 2: 1, 3: 0, 4: 2}",0
146,False,"{'a': 0.002, 'e': 0.7482635675785653}",25,0,-104.29625210154649,"{0: 19, 1: 0, 2: 2, 3: 3, 4: 1}",0
147,False,"{'a': 0.002, 'e': 0.7467685359733571}",25,0,-72.69196446940717,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
148,False,"{'a': 0.002, 'e': 0.7452764914432887}",20,0,-37.870111479155426,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
149,False,"{'a': 0.002, 'e': 0.7437874280201796}",20,5,-17.498047340314386,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
150,False,"{'a': 0.002, 'e': 0.7423013397477743}",25,0,-54.5559426761909,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
151,False,"{'a': 0.002, 'e': 0.7408182206817179}",35,0,-119.12613322171627,"{0: 21, 1: 5, 2: 8, 3: 0, 4: 1}",0
152,False,"{'a': 0.002, 'e': 0.7393380648895319}",20,6,-44.589621819056816,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
153,False,"{'a': 0.002, 'e': 0.7378608664505911}",25,0,-58.72799307592032,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
154,False,"{'a': 0.002, 'e': 0.7363866194561001}",25,19,6.171058163309895,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.002, 'e': 0.7349153180090687}",20,0,-94.35459877127155,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
156,False,"{'a': 0.002, 'e': 0.7334469562242892}",30,0,-88.88080875215167,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
157,False,"{'a': 0.002, 'e': 0.7319815282283126}",25,0,-69.77202725092411,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
158,False,"{'a': 0.002, 'e': 0.7305190281594249}",20,0,-107.68484962748842,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
159,False,"{'a': 0.002, 'e': 0.7290594501676237}",20,0,-22.3771729454544,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
160,False,"{'a': 0.002, 'e': 0.7276027884145955}",25,0,-114.97906656998148,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
161,False,"{'a': 0.002, 'e': 0.7261490370736909}",25,0,-147.0684268123712,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
162,False,"{'a': 0.002, 'e': 0.7246981903299029}",20,0,-12.598347961302801,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
163,False,"{'a': 0.002, 'e': 0.7232502423798424}",25,20,11.353962149173537,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.002, 'e': 0.7218051874317158}",30,0,-61.570649171398735,"{0: 23, 1: 0, 2: 5, 3: 2, 4: 0}",0
165,False,"{'a': 0.002, 'e': 0.7203630197053014}",20,6,-45.58156080251026,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 0}",1
166,False,"{'a': 0.002, 'e': 0.7189237334319262}",25,4,-22.857379031898887,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 0}",1
167,False,"{'a': 0.002, 'e': 0.7174873228544433}",30,0,-73.20880732421232,"{0: 20, 1: 2, 2: 7, 3: 1, 4: 0}",0
168,False,"{'a': 0.002, 'e': 0.7160537822272085}",25,8,-59.491640984672955,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
169,False,"{'a': 0.002, 'e': 0.7146231058160573}",30,0,-78.4498676761383,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
170,False,"{'a': 0.002, 'e': 0.7131952878982822}",25,0,-126.9466411555234,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
171,False,"{'a': 0.002, 'e': 0.7117703227626097}",20,5,-48.34905820514429,"{0: 10, 1: 1, 2: 2, 3: 2, 4: 0}",1
172,False,"{'a': 0.002, 'e': 0.7103482047091773}",20,0,-35.11362753317216,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
173,False,"{'a': 0.002, 'e': 0.7089289280495107}",20,0,-37.89976953642982,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
174,False,"{'a': 0.002, 'e': 0.7075124871065016}",25,16,-34.56426714286394,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
175,False,"{'a': 0.002, 'e': 0.7060988762143844}",30,0,-61.99594711519136,"{0: 22, 1: 4, 2: 1, 3: 3, 4: 0}",0
176,False,"{'a': 0.002, 'e': 0.7046880897187134}",20,8,-13.12421353391883,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
177,False,"{'a': 0.002, 'e': 0.7032801219763409}",25,6,-97.95418227088498,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 1}",1
178,False,"{'a': 0.002, 'e': 0.701874967355394}",20,0,-75.51231377987604,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
179,False,"{'a': 0.002, 'e': 0.7004726202352524}",25,20,7.683152176204475,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.002, 'e': 0.6990730750065257}",30,0,-135.69702550573862,"{0: 18, 1: 5, 2: 5, 3: 0, 4: 2}",0
181,False,"{'a': 0.002, 'e': 0.697676326071031}",30,0,-157.49711760390275,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
182,False,"{'a': 0.002, 'e': 0.696282367841771}",20,0,-2.0778778917459224,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
183,False,"{'a': 0.002, 'e': 0.6948911947429106}",20,14,4.934839616914195,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.002, 'e': 0.6935028012097558}",25,13,-35.536035944175985,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
