trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
631,False,"{'a': 0.002, 'e': 0.2836540264997704}",25,16,16.364244639203818,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.002, 'e': 0.2830872853768075}",25,0,-16.245958325916284,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
633,False,"{'a': 0.002, 'e': 0.2825216766033636}",20,0,-63.462058649691215,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
634,False,"{'a': 0.002, 'e': 0.28195719791700274}",25,11,-61.68037687510827,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
635,False,"{'a': 0.002, 'e': 0.2813938470598095}",20,0,-35.85778198022731,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
636,False,"{'a': 0.002, 'e': 0.2808316217783798}",25,0,-20.035094065911558,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
637,False,"{'a': 0.002, 'e': 0.28027051982381157}",25,5,1.028859159942618,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
638,False,"{'a': 0.002, 'e': 0.27971053895169634}",30,0,-12.939257920949636,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
639,False,"{'a': 0.002, 'e': 0.27915167692210985}",20,0,-13.189723522753152,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
640,False,"{'a': 0.002, 'e': 0.27859393149960326}",30,12,-14.843532135292312,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
641,False,"{'a': 0.002, 'e': 0.27803730045319414}",30,15,30.98345261141518,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.002, 'e': 0.2774817815563575}",25,0,-15.645206167297271,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
643,False,"{'a': 0.002, 'e': 0.2769273725870171}",20,0,4.469906152945264,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
644,False,"{'a': 0.002, 'e': 0.27637407132753633}",20,0,5.369768115595362,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
645,False,"{'a': 0.002, 'e': 0.27582187556470933}",25,0,12.330856299197709,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
646,False,"{'a': 0.002, 'e': 0.27527078308975234}",20,6,9.125538294958407,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
647,False,"{'a': 0.002, 'e': 0.2747207916982947}",30,7,-66.24883595223247,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 1}",1
648,False,"{'a': 0.002, 'e': 0.2741718991903702}",25,11,13.794592156531364,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
649,False,"{'a': 0.002, 'e': 0.27362410337040804}",30,0,-1.7885524333214842,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
650,False,"{'a': 0.002, 'e': 0.2730774020472242}",20,8,22.79236605181772,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.002, 'e': 0.2725317930340126}",30,2,-23.005978757937793,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 0}",1
652,False,"{'a': 0.002, 'e': 0.2719872741483365}",35,13,14.60981161872425,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
653,False,"{'a': 0.002, 'e': 0.27144384321211973}",25,0,17.21601822879582,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
654,False,"{'a': 0.002, 'e': 0.27090149805163766}",25,0,-4.339127155449133,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
655,False,"{'a': 0.002, 'e': 0.270360236497509}",25,0,-45.3219459701075,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
656,False,"{'a': 0.002, 'e': 0.2698200563846868}",20,6,10.343519335195204,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
657,False,"{'a': 0.002, 'e': 0.26928095555244996}",25,9,-28.456855928738435,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
658,False,"{'a': 0.002, 'e': 0.26874293184439435}",20,1,-10.573626918437744,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
659,False,"{'a': 0.002, 'e': 0.2682059831084244}",20,12,-2.2681128259876853,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
660,False,"{'a': 0.002, 'e': 0.26767010719674456}",30,18,20.171435517891044,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.002, 'e': 0.26713530196585034}",20,7,23.269062496096403,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.002, 'e': 0.2666015652765202}",20,9,-0.44394026728540603,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
663,False,"{'a': 0.002, 'e': 0.26606889499380665}",25,3,-2.416545442549646,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
664,False,"{'a': 0.002, 'e': 0.2655372889870278}",20,0,-30.691223667627494,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
665,False,"{'a': 0.002, 'e': 0.2650067451297589}",35,14,-36.18877689785277,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 1}",1
666,False,"{'a': 0.002, 'e': 0.26447726129982396}",25,12,-8.325059541498703,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
667,False,"{'a': 0.002, 'e': 0.2639488353792868}",30,1,30.343927770162956,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
668,False,"{'a': 0.002, 'e': 0.2634214652544431}",20,13,-29.21378622562762,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
669,False,"{'a': 0.002, 'e': 0.26289514881581166}",20,10,14.706229387335895,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.002, 'e': 0.262369883958126}",20,0,-41.43899173284421,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
671,False,"{'a': 0.002, 'e': 0.261845668580326}",20,10,16.517997235244522,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.002, 'e': 0.2613225005855494}",20,7,22.777336469728787,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.002, 'e': 0.26080037788112365}",30,12,1.0949711997670395,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
674,False,"{'a': 0.002, 'e': 0.2602792983785571}",20,0,-4.621076323409939,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
675,False,"{'a': 0.002, 'e': 0.2597592599935311}",30,5,-24.192979913513366,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",1
676,False,"{'a': 0.002, 'e': 0.2592402606458915}",20,2,14.625706482578172,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
677,False,"{'a': 0.002, 'e': 0.25872229825964005}",30,13,-23.114334766898768,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
678,False,"{'a': 0.002, 'e': 0.25820537076292666}",20,9,20.16052125354311,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.002, 'e': 0.25768947608804055}",25,8,33.76805262936102,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.002, 'e': 0.2571746121714024}",30,11,-9.403943721859836,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
681,False,"{'a': 0.002, 'e': 0.2566607769535559}",25,11,-33.514039235888106,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
682,False,"{'a': 0.002, 'e': 0.2561479683791593}",25,0,-30.48825072896255,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
683,False,"{'a': 0.002, 'e': 0.25563618439697783}",20,5,27.746118439938435,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.002, 'e': 0.2551254229598748}",30,12,5.791501998789126,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
685,False,"{'a': 0.002, 'e': 0.2546156820248037}",30,14,6.367815397396779,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
686,False,"{'a': 0.002, 'e': 0.25410695955280027}",30,17,-16.640942604119193,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
687,False,"{'a': 0.002, 'e': 0.25359925350897383}",20,8,-44.893600940899645,"{0: 8, 1: 1, 2: 1, 3: 2, 4: 0}",1
688,False,"{'a': 0.002, 'e': 0.25309256186249957}",20,0,7.58592514758052,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
689,False,"{'a': 0.002, 'e': 0.2525868825866102}",20,2,18.995037778462333,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
690,False,"{'a': 0.002, 'e': 0.25208221365858796}",25,0,-9.882768417379648,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
691,False,"{'a': 0.002, 'e': 0.25157855305975646}",35,15,8.893489613192644,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
692,False,"{'a': 0.002, 'e': 0.25107589877547265}",20,0,-12.04815197823419,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
693,False,"{'a': 0.002, 'e': 0.25057424879511875}",20,14,11.572004346222492,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.002, 'e': 0.2500736011120941}",20,16,6.88397635484829,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.002, 'e': 0.24957395372380728}",30,16,16.8815600032204,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
696,False,"{'a': 0.002, 'e': 0.24907530463166816}",30,0,-2.79873211194724,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
697,False,"{'a': 0.002, 'e': 0.24857765184107966}",20,0,-32.00773134124686,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
698,False,"{'a': 0.002, 'e': 0.24808099336142997}",20,0,26.878851846968466,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
699,False,"{'a': 0.002, 'e': 0.2475853272060845}",20,1,-4.425882154678195,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
700,False,"{'a': 0.002, 'e': 0.24709065139237796}",20,3,7.876792793539894,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
701,False,"{'a': 0.002, 'e': 0.24659696394160643}",20,3,-36.0739400449555,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
702,False,"{'a': 0.002, 'e': 0.2461042628790195}",25,4,-38.69503267555599,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 1}",1
703,False,"{'a': 0.002, 'e': 0.2456125462338122}",20,0,-27.93562384900619,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
704,False,"{'a': 0.002, 'e': 0.24512181203911731}",20,0,27.785431371444425,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
705,False,"{'a': 0.002, 'e': 0.2446320583319975}",25,3,-54.19124072650435,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 1}",1
706,False,"{'a': 0.002, 'e': 0.2441432831534371}",20,2,23.536727415905432,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.002, 'e': 0.24365548454833486}",20,6,19.201488513756868,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.002, 'e': 0.24316866056549566}",30,1,-1.3788215759969988,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 0}",1
709,False,"{'a': 0.002, 'e': 0.24268280925762298}",25,3,1.2359733861110254,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
710,False,"{'a': 0.002, 'e': 0.2421979286813109}",20,0,-39.14500502556423,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
711,False,"{'a': 0.002, 'e': 0.24171401689703645}",25,0,-6.984056115134034,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
712,False,"{'a': 0.002, 'e': 0.24123107196915192}",25,7,7.943415921057926,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
713,False,"{'a': 0.002, 'e': 0.24074909196587688}",20,4,-1.5191216584094578,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
714,False,"{'a': 0.002, 'e': 0.2402680749592907}",30,8,-24.003730733681,"{0: 18, 1: 1, 2: 1, 3: 2, 4: 0}",1
715,False,"{'a': 0.002, 'e': 0.2397880190253247}",35,16,2.2199137885757105,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
716,False,"{'a': 0.002, 'e': 0.23930892224375455}",25,11,29.537913606401645,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.002, 'e': 0.23883078269819244}",25,4,27.494661937714838,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
718,False,"{'a': 0.002, 'e': 0.23835359847607956}",25,10,-43.59123613376744,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
719,False,"{'a': 0.002, 'e': 0.2378773676686784}",20,0,17.005871548309827,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
720,False,"{'a': 0.002, 'e': 0.23740208837106508}",20,0,5.289316395985735,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
721,False,"{'a': 0.002, 'e': 0.23692775868212176}",25,8,22.44003640703764,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.002, 'e': 0.2364543767045291}",20,10,6.787646721239691,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
723,False,"{'a': 0.002, 'e': 0.23598194054475852}",20,0,-24.180723041519045,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
724,False,"{'a': 0.002, 'e': 0.23551044831306475}",25,0,36.96724660292183,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
725,False,"{'a': 0.002, 'e': 0.23503989812347828}",20,0,16.517456441981754,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
726,False,"{'a': 0.002, 'e': 0.23457028809379765}",20,0,12.33098715232343,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
727,False,"{'a': 0.002, 'e': 0.2341016163455822}",30,18,10.494889384921708,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
728,False,"{'a': 0.002, 'e': 0.23363388100414423}",20,0,21.486451602489215,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
729,False,"{'a': 0.002, 'e': 0.2331670801985418}",25,17,16.653685751693317,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.002, 'e': 0.23270121206157107}",20,0,-12.995510790424142,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
731,False,"{'a': 0.002, 'e': 0.23223627472975883}",20,0,4.745342975539417,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
732,False,"{'a': 0.002, 'e': 0.23177226634335515}",20,2,22.148020696223554,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.002, 'e': 0.23130918504632592}",35,14,-28.63832440659829,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 1}",1
734,False,"{'a': 0.002, 'e': 0.23084702898634524}",25,0,-36.64715735780803,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
735,False,"{'a': 0.002, 'e': 0.23038579631478834}",20,0,-35.48365272364268,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
736,False,"{'a': 0.002, 'e': 0.22992548518672384}",20,0,10.612537793237394,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
737,False,"{'a': 0.002, 'e': 0.22946609376090668}",25,0,-120.69117615020902,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 3}",0
738,False,"{'a': 0.002, 'e': 0.2290076201997705}",20,0,-28.36665366916231,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
739,False,"{'a': 0.002, 'e': 0.2285500626694205}",20,3,15.592532818673076,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
740,False,"{'a': 0.002, 'e': 0.22809341933962587}",20,0,19.898100184326328,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
741,False,"{'a': 0.002, 'e': 0.22763768838381274}",25,7,28.585645995730196,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.002, 'e': 0.22718286797905665}",20,1,-57.45969743111885,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
743,False,"{'a': 0.002, 'e': 0.22672895630607542}",20,7,24.515937446204823,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.002, 'e': 0.2262759515492217}",30,16,13.064204363409916,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
745,False,"{'a': 0.002, 'e': 0.22582385189647586}",30,0,26.583551584820306,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
746,False,"{'a': 0.002, 'e': 0.22537265553943872}",25,7,-20.786315545344216,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
747,False,"{'a': 0.002, 'e': 0.22492236067332425}",25,15,9.533216999930824,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
748,False,"{'a': 0.002, 'e': 0.22447296549695234}",30,2,18.852455810585063,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",1
749,False,"{'a': 0.002, 'e': 0.22402446821274175}",25,0,32.03270502867958,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
750,False,"{'a': 0.002, 'e': 0.22357686702670268}",25,15,22.120129001266804,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.002, 'e': 0.22313016014842982}",35,5,-1.333544198501295,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",1
752,False,"{'a': 0.002, 'e': 0.22268434579109508}",20,10,9.103918779128975,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.002, 'e': 0.2222394221714404}",25,8,14.628580373670836,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
754,False,"{'a': 0.002, 'e': 0.22179538750977074}",20,14,9.550764305033923,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.002, 'e': 0.22135224002994683}",20,0,-66.50764352251976,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
756,False,"{'a': 0.002, 'e': 0.2209099779593782}",30,18,9.785513375343836,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
757,False,"{'a': 0.002, 'e': 0.22046859952901593}",20,1,16.18496969692712,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
758,False,"{'a': 0.002, 'e': 0.22002810297334574}",30,15,11.63026133152712,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
759,False,"{'a': 0.002, 'e': 0.21958848653038082}",25,14,20.69145328576481,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.002, 'e': 0.2191497484416548}",25,19,9.518508266193084,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.002, 'e': 0.21871188695221475}",25,1,1.744403481519332,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
762,False,"{'a': 0.002, 'e': 0.21827490031061414}",25,20,6.986839430714228,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.002, 'e': 0.21783878676890578}",20,13,16.023256316853374,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.002, 'e': 0.21740354458263497}",25,11,2.605743108973572,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
765,False,"{'a': 0.002, 'e': 0.21696917201083235}",20,6,1.8845323816689858,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
766,False,"{'a': 0.002, 'e': 0.21653566731600707}",30,8,-78.05646877441288,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 2}",1
767,False,"{'a': 0.002, 'e': 0.21610302876413975}",20,9,8.046408904692601,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
768,False,"{'a': 0.002, 'e': 0.21567125462467565}",25,17,7.339325653234762,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.002, 'e': 0.21524034317051757}",25,11,-1.7029787780904124,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
770,False,"{'a': 0.002, 'e': 0.2148102926780192}",20,14,-4.099760190827906,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
771,False,"{'a': 0.002, 'e': 0.21438110142697794}",25,0,-41.91983668186819,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",1
772,False,"{'a': 0.002, 'e': 0.21395276770062824}",20,0,-1.1091911671208732,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
773,False,"{'a': 0.002, 'e': 0.2135252897856346}",20,15,9.37541069431231,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.002, 'e': 0.21309866597208482}",20,6,20.42809976091226,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.002, 'e': 0.21267289455348304}",30,0,-5.554142596464183,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
776,False,"{'a': 0.002, 'e': 0.21224797382674304}",25,0,39.213922813983885,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
777,False,"{'a': 0.002, 'e': 0.21182390209218135}",30,13,-47.235907782010784,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
778,False,"{'a': 0.002, 'e': 0.21140067765351048}",20,0,-56.977220904742275,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
779,False,"{'a': 0.002, 'e': 0.21097829881783206}",25,11,25.03759671830498,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.002, 'e': 0.21055676389563024}",25,5,-7.26817013794844,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
781,False,"{'a': 0.002, 'e': 0.21013607120076472}",25,11,-0.06807849862613535,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
782,False,"{'a': 0.002, 'e': 0.2097162190504642}",20,11,17.53131039264349,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.002, 'e': 0.20929720576531952}",30,0,-20.940748460700334,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
784,False,"{'a': 0.002, 'e': 0.20887902966927693}",20,12,14.444407129648415,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.002, 'e': 0.20846168908963153}",20,12,-28.494701595574337,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
786,False,"{'a': 0.002, 'e': 0.20804518235702046}",20,6,26.730167856534077,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.002, 'e': 0.2076295078054162}",25,13,17.666158821343263,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.002, 'e': 0.20721466377212}",20,0,3.1141256499666152,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
789,False,"{'a': 0.002, 'e': 0.20680064859775515}",20,0,6.696871152741677,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
790,False,"{'a': 0.002, 'e': 0.20638746062626045}",35,5,5.143182786862889,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",1
791,False,"{'a': 0.002, 'e': 0.20597509820488344}",20,11,13.7444575208083,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.002, 'e': 0.2055635596841739}",25,14,5.431604720189286,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
793,False,"{'a': 0.002, 'e': 0.20515284341797715}",20,10,19.813397783033835,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.002, 'e': 0.20474294776342764}",25,5,-20.021484215620788,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
795,False,"{'a': 0.002, 'e': 0.20433387108094214}",20,3,-23.483994483125002,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
796,False,"{'a': 0.002, 'e': 0.20392561173421342}",20,0,28.824672365897584,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
797,False,"{'a': 0.002, 'e': 0.20351816809020354}",25,0,-4.3062271387111615,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
798,False,"{'a': 0.002, 'e': 0.20311153851913738}",25,18,8.789707425040394,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.002, 'e': 0.2027057213944961}",25,18,12.881358260310598,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.002, 'e': 0.2023007150930107}",25,3,36.108053863215325,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.002, 'e': 0.20189651799465538}",20,12,8.055122101705418,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.002, 'e': 0.20149312848264125}",30,13,28.26570327399983,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.002, 'e': 0.20109054494340972}",20,0,-67.41204307883906,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
804,False,"{'a': 0.002, 'e': 0.20068876576662606}",20,0,20.450414246151293,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
805,False,"{'a': 0.002, 'e': 0.20028778934517305}",25,12,9.606546302263576,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
806,False,"{'a': 0.002, 'e': 0.1998876140751445}",30,22,18.18262344244136,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.002, 'e': 0.19948823835583873}",25,8,29.213299659082914,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.002, 'e': 0.1990896605897524}",30,0,12.345279137445129,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
809,False,"{'a': 0.002, 'e': 0.19869187918257386}",30,11,25.2006725057558,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.002, 'e': 0.19829489254317698}",30,13,13.736755238246124,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
811,False,"{'a': 0.002, 'e': 0.19789869908361465}",25,14,13.281574208870728,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.002, 'e': 0.19750329721911256}",20,0,-8.013136629083004,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
813,False,"{'a': 0.002, 'e': 0.19710868536806264}",20,3,5.117994396258025,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.002, 'e': 0.19671486195201704}",20,13,13.704335718981604,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.002, 'e': 0.1963218253956815}",25,0,-9.451529593438753,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
